ssdl:pid,ssdl:scoringSummary,ssdl:totalScoring,ssdl:dimensions
1897-Little-EMU,"V (7), Coro di fanciulli, Coro, keyb","S (6)
A
Coro di fanciulli S
Coro 1: S
Coro 2: S
Coro di fanciulli A
Coro 1: A
Coro 2: A
Coro 1: T
Coro 2: T
Coro 1: B
Coro 2: B
keyb",20.5 x 14 cm
1897-Wonder-EMU,"V (2-4), Coro, (kornetto), org","S 
A
(T)
(B)
Coro di fanciulli S (2)
Coro 1: S
(Coro 2: S)
Coro di fanciulli A
Coro 1: A
(Coro 2: A)
Coro 1: T
(Coro 2: T)
Coro 1: B
(Coro 2: B)
(kornetto)
org",23 x 15 cm
1898-Fillmo-EMU,"V (2-3), Coro, keyb","S
A 
(T)
Coro S
Coro A
Coro T
Coro B
keyb",20 x 14 cm
1899-Fillmo-EMU,"S, Coro, keyb","S
Coro S
Coro A
Coro T
Coro B
keyb",20 x 14 cm
1898-Gospel-EMU,"(V), Coro, (keyb)","(S)
(A)
(T)
(B)
Coro S
Coro A
Coro T (2)
Coro B (2)
(keyb)",22 x 15.5 cm
1898-Happyv-EMU,"V (3-4), Coro di fanciulli, Coro, keyb","S
A
T
(B)
Coro di fancuilli 1: S
Coro di fanciulli 2: S
Coro S
Coro di fancuilli 1: A
Coro di fanciulli 2: A
Coro A
Coro T (2)
Coro B (2)
keyb",21 x 15 cm
1898-Hymnbo-EMU,Nil,Nil,
190x-Missio-EMU,"V (3), Coro di fanciulli, Coro, keyb","S
A
T
Coro di fanciulli 1: S
Coro di fanciulli 2: S
Coro S
Coro di fanciulli 1: A
Coro di fanciulli 2: A
Coro A
Coro T
Coro B
keyb",
1855-Liturg-BRU,Nil,Nil,
1859-Sacred-BRU,"S, Coro","S
Coro S
Coro A
Coro T
Coro B",
1861-Contra-BRU,Nil,Nil,
1864-Lieder-BRU,,,
1864-Singvo-BRU,,,
1872-Happym-BRU,Nil,Nil,
1874-Songso-BRU,Nil,Nil,
1875-Songfr-BRU,Nil,Nil,
1888-Reviva-BRU,,,
1893-Collec-BRU,,,
1897-Spirit-BRU,Nil,Nil,
18xx-Funera-BRU,Nil,Nil,
1903-Fillmo-BRU,,,
1904-Worldf-BRU,"V (6), Coro, pf","S
A
T (2)
B (2)
Coro S
Coro A
Coro T
Coro B
pf",
1908-Concor-BRU,,,
1911-Golden-BRU,,,
1911-Mostpo-BRU,"V (4), Coro, pf","S
A
T
B
Coro S
Coro A
Coro T
Coro B
pf",
1912-Messen-BRU,,,
1912-Oldtim-BRU,"(S), Coro","(S)
Coro S
Coro A
Coro T
Coro B",
1912-Somecu-BRU,Nil,Nil,
1918-Darkey-BRU,"S (T), pf","S (T)
pf",
1918-Negros-BRU,"Contra-A (B), pf","Contra-A (B)
pf",
1918-Oldmel-BRU,,,
1920-Baptis-BRU,Nil,Nil,
1923-Ohthel-BRU,"Mezzo-S (Bariton), pf","Mezzo-S (Bariton)
pf",
1923-Spirit-BRU,,,
1924-Deepri-BRU,"Mezzo-S (Bariton), pf","Mezzo-S (Bariton)
pf",
1924-Wereyo-BRU,"Contra-A (B), pf","Contra-A (B)
pf",
1925-OLordI-BRU,"Mezzo-S (Bariton), pf","Mezzo-S (Bariton)
pf",
1925-TenNeg-BRU,,,
1850-Baptis-EMU,,,12 x 7.5 cm
190x-Nation-MTS,"V (6), Coro di fanciulli, Coro, org","S
A
T (2)
B (2)
Coro di fanciulli S
Coro S
Coro di fanciulli A
Coro A
Coro T
Coro B
org",20 x 13.5 cm
19xx-Tobacc-MTS,,,19.5 x 14 cm
19xx-Godlea-MTS,,,26.5 x 18 cm
1932-Fortys-MTS,"V (3), Coro","V
A
T
Coro S
Coro A
Coro T
Coro B",22.5 x 15 cm
192x-Gospel-MTS,"V (4-5), Coro, keyb","S
A
T (1-2)
B
Coro S
Coro A
Coro T 
Coro B
keyb",20 x 13.5 cm
1928-Sparkl-MTS,"V (3-4), Coro, pf","S
A
(T)
B
Coro S
Coro A
Coro T (2)
Coro B (2)
pf",19.5 x 13.5 cm
1928-Heaven-MTS,"V (6), Coro, keyb","S
A
T (2)
B (2)
Coro S
Coro A
Coro T (2)
Coro B (2)
keyb",19.5 x 14 cm
1925-Womens-MTS,"S (2), A (2), keyb","S
S
A
A
keyb",19.5 x 13 cm
1925-Winnin-MTS,"V (4), Coro di fanciulli, Coro, keyb","T (2)
B (2)
Coro di fanciulli S
Coro S
Coro di fanciulli A
Coro A
Coro T (2)
Coro B (2)
keyb",19.5 x 13.5 cm
1925-Songs2-MTS,"S, Coro, keyb","S
Coro S
Coro A
Coro T
Coro B
keyb",23 x 15.5 cm
1925-Songs1-MTS,"V (2), Coro, keyb","S
A
Coro S
Coro A
Coro T (2)
Coro B (2)
keyb",19.5 x 13.5 cm
1925-Signal-MTS,"V (5), Coro, keyb","S
A
T (2)
B
Coro S
Coro A
Coro T (2)
Coro B (2)
keyb",19.5 x 13 cm
1926-Scelta-MTS,"V (2), Coro, keyb","S
T
Coro S
Coro A
Coro T
Coro B
keyb",19.5 x 13.5 cm
1925-Musikl-MTS,"Coro, keyb","Coro S
Coro A
Coro T
Coro B
keyb",23 x 14.5 cm
1925-Master-MTS,"V (3), Coro, keyb","S
A
T
Coro S
Coro A
Coro T
Coro B
keyb",20.5 x 14.5 cm
1925-Living-MTS,"V (2), Coro, keyb","S
A
Coro S
Coro A
Coro T
Coro B
keyb",20 x 14 cm
1925-Joybe2-MTS,"V (6), Coro, keyb","S
A
T (2)
B (2)
Coro S
Coro A
Coro T 
Coro B
keyb",13.5 x 19.5 cm
1925-Joybe1-MTS,"V (2-3), Coro, keyb","S
(A)
B
Coro S
Coro A
Coro T (2)
Coro B (2)
keyb",19.5 x 13.5 cm
1925-Jehova-MTS,"V (4), Coro, keyb","S
A
T
B
Coro S
Coro A
Coro T
Coro B
keyb",21 x 14.5 cm
1925-Instit-MTS,"V (1), Coro, tr (3), keyb","S
Coro S
Coro A
Coro T
Coro B
tr (3)
keyb",21 x 14.5 cm
1925-Heaven-MTS,"V (4), Coro, keyb","S
A
T
B
Coro S
Coro A
Coro T (2)
Coro B (2)
keyb",19.5 x 13.5 cm
1925-Harbor-MTS,"V (6), Coro, keyb","S 
A 
T (2)
B (2)
Coro S
Coro A
Coro T (2)
Coro B (2)
keyb",20 x 13.5 cm
1925-Aframe-MTS,"V (4), keyb (banda)","S
A
T
B 
keyb (banda)",26.5 x 17.5 cm
1924-Wonder-MTS,"V, Coro, (orch), keyb","S
A
T 
Coro di fanciulli S
Coro S (2)
Coro A (2)
Coro T (2)
Coro B (2)
(vl (2))
(vl solo)
(vlc)
(cb)
(fl)
(cl (2))
(a-saxofono)
(t-saxofono)
(kornetto (2))
(treble-trb)
(trb)
keyb",20 x 13.5 cm
1924-Songsf-MTS,"V (3), Coro, keyb","S
A
T
Coro S
Coro A
Coro T
Coro B
keyb",20.5 x 14 cm
1924-Livin2-MTS,Coro,"Coro S
Coro A
Coro T (2)
Coro B (2)",20 x 13.5 cm
1924-Livin1-MTS,"V (6), Coro, keyb","S
A
T (2)
B (2)
Coro S
Coro A
Coro T (2)
Coro B (2)
keyb",19.5 x 14 cm
1924-Joytot-MTS,"V (6), Coro, org","S
A
T (2)
B (2)
Coro S
Coro A
Coro T (2)
Coro B (2)
org",19.5 x 13.5 cm
1924-Hisvoi-MTS,"V (6), Coro, keyb","S
A
T (2)
B (2)
Coro S
Coro A
Coro T
Coro B
keyb",19.5 x 13.5 cm
1924-Herald-MTS,"V (6), Coro, keyb","S
A
T (2)
B (2)
Coro 1: S
Coro 2: S
Coro 1: A
Coro 2: A
Coro 1: T (2)
Coro 2: T
Coro 1: B (2)
Coro 2: B
keyb",19.5 x 13.5 cm
1924-Heave2-MTS,"V (6), Coro, pf","S
A
T (2)
B (2)
Coro S
Coro A
Coro T (2)
Coro B (2)
pf",19.5 x 13.5 cm
1924-Heave1-MTS,"V (6), Coro di fanciulli, Coro, keyb","S
A
T (2)
B (2)
Coro di fanciulli S
Coro S
Coro di fanciulli A
Coro A
Coro T (2)
Coro B (2)
keyb",19.5 x 13.5 cm
1924-Gospel-MTS,"V (3-4), Coro, keyb","S
A
(T)
B
Coro S
Coro A
Coro T (2)
Coro B (2)
keyb",20 x 13.5 cm
1924-Easter-MTS,"V (5-6), Coro di fanciulli, Coro, keyb (orch)","S (4-5)
A
Coro di fanciulli S
Coro S
Coro di fanciulli A
Coro A
Coro T
Coro B
keyb (orch)",23 x 15.5 cm
1924-Collec-MTS,"S, pf","S
pf",30.5 x 23 cm
1924-Christ-MTS,"V (3), Coro, keyb","S
A
T
Coro S
Coro A
Coro T
Coro B",19.5 x 13.5 cm
1924-Allfor-MTS,"V (8), Coro di fanciulli, Coro, keyb","S (2)
A (2)
T (2)
B (2)
Coro di fanciulli S
Coro S
Coro di fanciulli A
Coro A
Coro T (2)
Coro B (2)
keyb",19.5 x 13.5 cm
1923-Songla-MTS,"V (6), Coro, keyb","S
A
T (2)
B (2)
Coro S 
Coro A
Coro T (2)
Coro B (2)
keyb",19.5 x 13.5 cm
1923-Select-MTS,"V (3), coro, keyb","S
A
T (1-2)
(B 2)
Coro S
Coro A
Coro T (1-2)
Coro B (1-2)
keyb",19 x 13.5 cm
1923-Newmel-MTS,"V (2), Coro, keyb","S
T
Coro S
Coro A
Coro T (2)
Coro B (2)
keyb",19.5 x 13.5 cm
1923-Kingof-MTS,"V (3), Coro di fanciulli, Coro, keyb","S (2)
A
Sprechstimme (5)
Coro di canciulli S
Coro S
Coro A
Coro T
Coro B
keyb",22.5 x 15 cm
1923-Junior-MTS,"Coro di fanciulli, Coro, keyb","Coro di fanciulli S
Coro S
Coro di fanciulli A
Coro A
Coro T
Coro B
keyb",21.5 x 15 cm
1923-Callch-MTS,"V (4), Coro","T (2)
B (2)
Coro S
Coro A
Coro T (2)
Coro B (2)",19.5 x 13.5 cm
1923-Awaken-MTS,"V (6), Coro, keyb","S
A
T (2)
B (2)
Coro S
Coro A
Coro T (1-2)
Coro B (1-2)
keyb",19.5 x 14 cm
1922-Songso-MTS,"V (4), Coro, keyb","S
A
T
B 
Coro S
Coro A
Coro T
Coro B
keyb",20.5 x 14 cm
1922-Revive-MTS,Coro,"Coro S
Coro A
Coro T
Coro B",19.5 x 13.5 cm
1922-Ninety-MTS,"V (4), Coro, keyb","S
A
T
B
Coro S 
Coro A
Coro T (2)
Coro B (2)
keyb",19.5 x 13.5 cm
1922-Hymnsw-MTS,"V (3-4), Coro, (bugle), keyb","S
A
T
(B)
Coro S
Coro A
Coro T
Coro B
(bugle)
keyb",20 x 13.5 cm
1922-Hallel-MTS,"V (4-5), Coro, keyb","S
A
T (1-2)
B 
Coro S
Coro A
Coro T (2)
Coro B
keyb
Coro A",20 x 14 cm
1922-Glorys-MTS,"V (4), Coro, pf (org)","S
A
T
B
Coro S
Coro A
Coro T (2)
Coro B (2)
pf (org)",19.5 x 13.5 cm
1922-Beulah-MTS,"V (6-7), Coro, keyb","S
(A)
Contra-A
T (2)
B (2)
Coro S
Coro A
Coro T (2)
Coro B (2)
keyb",19.5 x 14 cm
1927-Vaugha-MTS,V (4-5),"T (2)
B (2-3)
(Coro T 2)
(Coro B 2)",19 x 13.5 cm
1921-Songsf-MTS,"V (2-6), Coro, tr (3), keyb","S
A
(T 1-2)
(B 1-2)
Coro S
Coro A
Coro T (2)
Coro B (2)
tr (3)
keyb",20.5 x 14 cm
1921-Reviva-MTS,"V (2-3), Coro, keyb","S
(A)
T 
Coro S
Coro A
Coro T
Coro B
keyb",19.5 x 13.5 cm
1921-Musict-MTS,"Coro di fanciulli, Coro","Coro di fanciulli S
Coro S
Coro di canciulli A
Coro A
Coro T
Coro B",19.5 x 13.5 cm
1921-Glorye-MTS,"V (7), Coro, keyb","S
A
T (2)
Bariton 
B (2)
Coro S
Coro A
Coro T (2)
Coro B (2)
keyb",19.5 x 13.5 cm
1921-Glorio-MTS,"V (8), Coro, keyb","S (2)
A (2)
T (2)
B (2)
Coro S
Coro A
Coro T (2)
Coro B (2)
keyb",19.5 x 13.5 cm
1921-Elmhur-MTS,"(V), Coro, keyb","(S)
(A)
Coro S
Coro A
Coro T
Coro B
keyb",20.5 x 15 cm
1921-Alexan-MTS,"V (3-4), Coro, keyb","S
A (1-2)
T
Coro S
Coro A
Coro T
Coro B
keyb",20 x 13.5 cm
1920-Songs3-MTS,"S, Coro","S
Coro S
Coro A
Coro T
Coro B",15 x 20.5 cm
1920-Songs1-MTS,"V (4-5), Coro, keyb","S
(Mezzo-S)
A
T
B
Coro S
Coro A
Coro T
Coro B
keyb",20.5 x 14.5 cm
1920-Songan-MTS,"V (3-5), Coro, keyb","S
(Mezzo-S)
A
T
(B)
Coro S
Coro A
Coro T
Coro B
keyb",21 x 14.5 cm
1920-Practi-MTS,"V (1-2), Coro","(A)
T (S)
Coro S
Coro A
Coro T
Coro B",21 x 14 cm
1920-Newper-MTS,"V (6), Coro, keyb","S
A
T (2)
B (2)
Coro
keyb",19.5 x 13.5 cm
1920-Highwa-MTS,"V (4), Coro, keyb","S
A
T
B
Coro S
(Coro 2: S)
Coro A 
(Coro 2: A)
Coro T 
(Coro 2: T)
Coro B
(Coro 2: B)
keyb",20.5 x 14 cm
1920-Heaven-MTS,"V (6), Coro, keyb","S
A
T (2)
B (2)
Coro S
Coro A
Coro T (2)
Coro B (2)
keyb",19.5 x 13.5 cm
1918-Harves-MTS,"V (6), Coro, keyb","S
A
T (2)
B (2)
Coro 1: S
Coro 2: S
Coro 1: A
Coro 2: A
Coro 1: T (2)
Coro 2: T
Coro 1: B (2)
Coro 2: B
keyb",20 x 13.5 cm
1920-Evange-MTS,"V (6), Coro di fanciulli, Coro, keyb","S
A
T (2)
B (2)
Coro di fanciulli S
Coro S
Coro di fanciulli A
Coro A
Coro T (2)
Coro B (2)
keyb",20 x 13.5 cm
1920-Bellso-MTS,"V (4), Coro, keyb","S
A
T
B
Coro S
Coro A
Coro T (2)
Coro B (2)
keyb",19.5 x 13.5 cm
1919-Trutha-MTS,"V (3), Coro, org","S
A
T
Coro 1: S
Coro 2: S
Coro 1: A
Coro 2: A
Coro 1: T
Coro 2: T
Coro 1: B
Coro 2: B
org",19.5 x 13.5 cm
1919-Songso-MTS,"V (3), Coro, keyb","S
A
T
Coro 1: S
Coro 2: S
Coro 1: A
Coro 2: A
Coro 1: T
Coro 2: T
Coro 1: B
Coro 2: B
keyb",20 x 13.5 cm
1919-Crowns-MTS,"V (3-4), Coro, keyb","S
A
T
(B)
Coro S
Coro A
Coro T
Coro B
keyb",20 x 13.5 cm
1919-Carols-MTS,"V (5), Coro di fanciulli, Coro, keyb","S
Mezzo-S
A
T
B
Coro di fanciulli S
Coro S
Coro di fanciulli A
Coro A
Coro T (2)
Coro B (2)
keyb",19.5 x 13.5 cm
1914-Victor-MTS,"V (7), Coro, keyb","S
A
Contra-A
T (2)
B (2)
Coro S
Coro A
Coro T
Coro B
keyb",19.5 x 14 cm
1918-Towner-MTS,"V (4-5), keyb","(S)
T (2)
B (2)
keyb",20 x 12.5 cm
1919-Shinin-MTS,"V (4), Coro, keyb","S
A
T
B
Coro 1: S
Coro 2: S
Coro 1: A
Coro 2: A
Coro 1: T
Coro 2: T
Coro 1: B
Coro 2: B
keyb",19.5 x 13.5 cm
1918-Reviv2-MTS,"V (3-4), Coro, keyb","S
A
T 
(B)
Coro S
Coro A
Coro T (2)
Coro B (2)
keyb",19.5 x 13.5 cm
1918-Reviv1-MTS,"V (4), Coro di fanciulli, Coro, org","S
A
T
B
Coro di fanciulli S
Coro S
Coro di fanciulli A
Coro A
Coro T
Coro B
org",20 x 14 cm
1918-Planta-MTS,"S, Coro, keyb","S
Coro S (2)
Coro A (2)
Coro T
Coro B
keyb",26 x 17.5 cm
1918-Heaven-MTS,"V (6-8), Coro, keyb","S (1-2)
A (1-2)
T (2)
B (2)
Coro S
Coro A
Coro T (2)
Coro B (2)
keyb",19.5 x 14 cm
1918-Gladne-MTS,"V (3), Coro, keyb","S
A
T
Coro S (2)
Coro A (2)
Coro T (2)
Coro B (2)
keyb",19.5 x 13.5 cm
1918-Beauti-MTS,"V (6), Coro, keyb","S
A
T (2)
B (2)
Coro S
Coro A
Coro T (2)
Coro B (2)
keyb",19.5 x 14 cm
1917-Servic-MTS,"V (4), Coro, keyb","S
A
T
B
Coro S
Coro A
Coro T (2)
Coro B (2)
keyb",18.5 x 13 cm
1917-Praise-MTS,"V (6), Coro, keyb","S
A
T (2)
B (2)
Coro S
Coro A
Coro T
Coro B
keyb",19.5 x 13.5 cm
1917-Nearth-MTS,"V (8), Coro, keyb","S (2)
A (2)
T (2)
B (2)
Coro S
Coro T
Coro A
Coro B
keyb",19.5 x 14 cm
1917-Modern-MTS,"V (5), Coro, keyb","S
A
T (2)
B (2)
Coro 1: S
Coro 2: S
Coro 1: A
Coro 2: A
Coro 1: T (2)
Coro 2: T
Coro 1: B (2)
Coro 2: B
keyb",19.5 x 13.5 cm
1917-Guidin-MTS,"V (4), Coro, keyb","S
A
T
B
Coro S
Coro A
Coro T (2)
Coro B (2)
keyb",19.5 x 13.5 cm
1917-Glorye-MTS,"V (8-9), Coro, keyb","S (2)
A (2)
T (2)
(Bariton)
B (2)
Coro S (2)
Coro A (2)
Coro T (2)
Coro B (2)
keyb",20 x 13.5 cm
1917-Garden-MTS,"V (6), Coro, keyb","S
A
T (2)
B (2)
Coro S
Coro A
Coro T
Coro B
keyb",21.5 x 14.5 cm
1917-Eureka-MTS,"S, Coro, keyb","S
Coro S
Coro A
Coro T
Coro B
keyb",21.5 x 14.5 cm
1916-Praise-MTS,"V (3-6), Coro, keyb","S
A
T (2)
(B 2)
Coro S
Coro A
Coro T (2)
Coro B (2)
keyb",20 x 13.5 cm
1916-Gleane-MTS,"V (7), Coro, keyb","S (2)
A 
T (2)
B (2)
Coro S
Coro A
Coro T
Coro B
keyb",20 x 13.5 cm
1916-Gladne-MTS,"V (3), Coro, keyb","S
A
T
Coro S (2)
Coro A (2)
Coro T (2)
Coro B (2)
keyb",19.5 x 13.5 cm
1915-Soulwi-MTS,"V (4), Coro, keyb","S
A
T
B
Coro S
Coro A
Coro T
Coro B
keyb",19.5 x 13.5 cm
1915-Songso-MTS,"V (4), Coro, keyb","S
A
T
B
Coro S
Coro A
Coro T
Coro B
keyb",19.5 x 13.5 cm
1915-Immanu-MTS,"V (5), Coro, keyb","S
A
T
Bariton
B
Coro S
Coro A
Coro T (2)
Coro B (2)
keyb",20 x 14 cm
1915-Heaven-MTS,"V (5), Coro, keyb","S (2)
A
T
B
Coro S
Coro A
Coro T
Coro B
keyb",19.5 x 13.5 cm
1915-HamRam-MTS,"V (3), Coro di fanciulli, Coro, keyb","S
A
T
Coro di fanciulli 1: S
Coro di fanciulli 2: S
Coro S
Coro di fanciulli 1: A
Coro di fanciulli 2: A
Coro A
Coro T
Coro B
keyb",20.5 x 13.5 cm
1915-Carolc-MTS,"V (5), Coro, keyb","S
A
T (2)
B 
Coro 1: S
Coro 2: S
Coro 1: A
Coro 2: A
Coro 1: T
Coro 2: T
Coro 1: B
Coro 2: B
keyb",19.5 x 13.5 cm
1914-Tenles-MTS,"V (4), Coro di fanciulli, Coro, keyb","T (2)
B (2)
Coro di fanciulli S
Coro S
Coro A
Coro T
Coro B
keyb",19.5 x 13.5 cm
1914-Praise-MTS,"V (1), Coro di fanciulli, Coro, (keyb)","S
Coro di fanciulli S
Coro S
Coro di fanciulli A
Coro A
Coro T
Coro B
(keyb)",20 x 13.5 cm
1914-Perenn-MTS,"V (5), Sprechstimme, Coro, keyb","S (2)
A
T
B
Sprechstimme
Coro S (2)
Coro A (2)
Coro T
Coro B
keyb",19.5 x 13 cm
1914-Eureka-MTS,"V (4), Coro, (keyb)","S
A
T
B
Coro S
Coro A
Coro T
Coro B
(keyb)",19.5 x 13.5 cm
1913-Worlde-MTS,"V (6-7), Coro di fanciulli, Coro, org","S (2)
A (2)
T 
Bariton
(B)
Coro di fanciulli S (2)
Coro S
Coro di fanciulli A
Coro A
Coro T
Coro B
org",20.5 x 14 cm
1913-Redemp-MTS,"V (2-3), Coro, keyb","S
A
(B)
Coro S
Coro A
Coro T
Coro B
keyb",19.5 x 13.5 cm
1913-Planta-MTS,"V (2), Coro, keyb","V 
S
Coro S (2)
Coro A (2)
Coro T (2)
Coro B
keyb",21.5 x 16 cm
1913-Newson-MTS,"V (2), Coro di fanciulli, Coro, keyb","S
A
Coro di fanciulli S
Coro S (2)
Coro di fanciulli A
Coro A (2)
Coro T (2)
Coro B (2)
keyb",20 x 14 cm
1913-Gospel-MTS,"V (6), Coro, keyb","S
A
T (2)
B (2)
Coro S
Coro A
Coro B
Coro T
keyb",19.5 x 13.5 cm
1912-Window-MTS,"V (6), Coro, keyb","S
A
T (2)
B (2)
Coro 1: S
Coro 2: S
Coro 1: A
Coro 2: A
Coro 1: T (2)
Coro 2: T 
Coro 1: B (2)
Coro 2: B
keyb",20 x 14 cm
1912-Sunnys-MTS,"V (6), keyb","T (3)
B (3)
keyb",20.5 x 14 cm
1912-Songso-MTS,"V (5-6), Coro, tr, org","S
(A)
T (2)
B (2)
Coro S
Coro A
Coro T (2)
Coro B (2)
tr (3)
org",20 x 14 cm
1912-Songan-MTS,"V (1-4), Coro di fanciulli, Coro, keyb","S
(A)
(T)
(B)
Coro di fanciulli S (2)
Coro S
Coro di fanciulli A
Coro A
Coro T
Coro B
keyb",16 x 11.5 cm
1912-Newrev-MTS,"V (4-6), Coro, keyb","S
A
T (1-2)
B (1-2)
Coro S
Coro A
Coro T (2)
Coro B (2)
keyb",19.5 x 13.5 cm
1912-Harpof-MTS,"V (4), Coro","S
A
T
B
Coro S
Coro A
Coro T (2)
Coro B (2)",19.5 x 13.5 cm
1912-Eureka-MTS,"V ( 3), Coro","S
A
T
Coro 1: S
Coro 2: S
Coro 1: A
Coro 2: A
Coro 1: T
Coro 2: T
Coro 1: B
Coro 2: B",19.5 x 14 cm
1912-Alexan-MTS,"V (4), keyb","T (2)
B (2)
keyb",19.5 x 13 cm
190x-Vaugha-MTS,"V (6), Coro, keyb","S
A
T (2)
B (2)
Coro S
Coro A
Coro T (2)
Coro B (2)
keyb",19.5 x 13.5 cm
1911-Songso-MTS,"V (3), Coro","S
A
T
Coro 1: S
Coro 2: S
Coro 1: A
Coro 2: A
Coro 1: T
Coro 2: T
Coro 1: B
Coro 2: B",19.5 x 13.5 cm
1911-Quarte-MTS,"V (5-7), Coro, keyb","(S)
(A)
T (2)
B (3)
Coro S
Coro A
Coro T (2)
Coro B (2)
keyb",19.5 x 13.5 cm
1911-Jewels-MTS,"V (1-2), Coro, keyb","S
(A)
Coro 1: S
Coro 2: S
Coro 3: S
Coro 4: S
Coro 5: S
Coro 1: A
Coro 2: A
Coro 3: A
Coro 4: A
Coro 5: A
Coro 1: T
Coro 2: T
Coro 3: T
Coro 4: T
Coro 5: T
Coro 1: B
Coro 2: B
Coro 3: B
Coro 4: B
Coro 5: B
keyb",19.5 x 13.5 cm
1911-Crowni-MTS,"V (3-4), Coro, keyb","S
A
T
(B)
Coro S
Coro A
Coro T
Coro B
keyb",19.5 x 13.5 cm
1910-Voices-MTS,"(V), Coro, keyb","(S)
(A)
(T)
(B)
Coro S
Coro A
Coro T
Coro B
keyb",19.5 x 14 cm
1913-Happyv-MTS,"V (4), Coro, keyb","S
A
T
B
Coro S
Coro A
Coro T (2)
Coro B (2)
keyb",19.5 x 14 cm
1909-Window-MTS,"V (4), Coro di fancuilli, Coro, keyb","S
A
T
B
Coro di fanciulli S
Coro S
Coro di fanciulli A
Coro A
Coro T
Coro B
keyb",19.5 x 13.5 cm
1909-Newonw-MTS,"V (6), Coro, keyb","S
A
T (2)
B (2)
Coro 1: S
Coro 2: S
Coro 1: A
Coro 2: A
Coro 1: T
Coro 2: T
Coro 1: B
Coro 2: B
keyb",21 x 13.5 cm
1909-Evange-MTS,"V (3), Coro di fanciulli, Coro, keyb","S
A
T
Coro di fanciulli S
Coro S
Coro di fanciulli A
Coro A
Coro T
Coro B
keyb",20.5 x 14 cm
1909-Cumber-MTS,"V (2), Coro di fanciulli, Coro, keyb","S
T
Coro di fanciulli S
Coro S
Coro A
Coro T (2)
Coro B (2)
keyb",20 x 14 cm
1908-Twelft-MTS,"V (2), Coro, Coro di fanciulli, keyb","S
T
Coro di fanciulli S
Coro S
(Coro di fanciulli A)
Coro A (2)
Coro T 
Coro B
keyb",19.5 x 13.5 cm
1908-Songso-MTS,"V (2-3), Coro, (keyb)","S
(A)
T
Coro S
Coro A
Coro T
Coro B
(keyb)",19.5 x 13.5 cm
1908-Gesang-MTS,,,15.5 x 10 cm
1907-Select-MTS,"V (4-5), Coro, keyb","S
(Mezzo-S)
A
Contra-A
T
Coro S
Coro A
Coro T
Coro B
keyb",21 x 14 cm
1907-Pilger-MTS,"V (2-3), Coro, keyb","S
A
(T)
Coro 1: S
Coro 2: S
Coro 1: A
Coro 2: A
Coro 1: T
Coro 2: T
Coro 1: B
Coro 2: B
keyb",20.5 x 14.5 cm
1907-Patton-MTS,"V (2-3), Coro, keyb","S
A
(T)
Coro S
Coro A
Coro T
Coro B
keyb",19.5 x 14.5 cm
1907-Organo-MTS,org (harmonium),"(V)
org (harmonium)",22.5 x 28.5 cm
1907-Happyd-MTS,Coro,"Coro S
Coro A
Coro T (2)
Coro B (2)",20 x 14 cm
1907-Bestof-MTS,"V (5-6), Coro, org","S (2)
A (2)
T
(B)
Coro S
Coro A
Coro T (2)
Coro B (2)
org",21 x 14 cm
1906-Starof-MTS,"V (3), Coro, (keyb)","S
A
T
Coro 1: S
Coro 2: S
Coro 1: A
Coro 2: A
Coro 1: T
Coro 2: T
Coro 1: B
Coro 2: B
(keyb)",19 x 14.5 cm
1906-Mehrst-MTS,"Coro, (org)","Coro S
Coro A
Coro T
Coro B
(org)",20.5 x 28 cm
1906-Living-MTS,"V (3), Coro, keyb","S
A
T
Coro S
Coro A
Coro T
Coro B
keyb",19.5 x 13.5 cm
1906-Gladho-MTS,"V (2), Coro","S
A
Coro 1: S
Coro 2: S
Coro 1: A
Coro 2: A
Coro 1: T
Coro 2: T
Coro 1: B
Coro 2: B",19.5 x 13.5 cm
1906-GVhymn-MTS,"V (3-4), Coro, org","S
A
(T)
B
Coro di fanciulli S
Coro S
Coro di fanciulli A
Coro A
Coro T
Coro B
org",20.5 x 14 cm
1905-Winnow-MTS,"V (2), Coro, keyb","S
A
Coro S
Coro A
Coro T
Coro B
keyb",20 x 14 cm
1905-Soulso-MTS,"V (4), Coro, org","S
A
T
B
Coro 1: S
Coro 2: S
Coro 1: A
Coro 2: A
Coro 1: T
Coro 2: T
Coro 1: B
Coro 2: B
vl (2)
kornetto
(arp)
org
(pf)",20.5 x 14.5 cm
1905-Songs2-MTS,"V (2), Coro","S
T
Coro S
Coro A
Coro T
Coro B",20.5 x 14 cm
1905-Songs1-MTS,"V (2), Coro, keyb","S
A
Coro S
Coro A
Coro T
Coro B
keyb",20 x 14.5 cm
1905-Eureka-MTS,"V (3), Coro, keyb","S
A
T
Coro S
Coro A
Coro T
Coro B
keyb",20.5 x 14.5 cm
1904-Sunlig-MTS,"V (4), Coro, keyb","S
A
T
B
Coro S
Coro A
Coro T
Coro B
keyb",21 x 14 cm
1904-Songso-MTS,"V (2-3), Coro, keyb","S
(A)
T
Coro S
Coro A
Coro T
Coro B
keyb",20.5 x 14 cm
1904-Practi-MTS,"V (1-2), Coro, keyb","S
(T)
Coro S
Coro A
Coro T
Coro B
keyb",21 x 13.5 cm
1904-Perrys-MTS,"V (4), Coro, keyb","S
A
T
B
Coro S
Coro A
Coro T
Coro B
keyb",21 x 14 cm
