PID,ssdl:notation,location,Date,ssdl:shortTitle,Long,Lati
1925-Sacred-EMU,Round,"Cincinnati, OH",1925,Sacred Solos and Duets,-84.45,39.15
1925-Songs1-EMU,Round;Seven-shape Aikin,"Chicago, IL",1925,Songs of Praise,-87.65,41.85
1868-Silver-UKY,,"Cincinnati, OH",1868,The Silver Spray,-84.45,39.15
1876-NewHar-UKY,Seven-shape Funk,"Singer's Glen, VA",1876,The New Harmonia Sacra,-78.9,38.55
1879-Shinin-UKY,Seven-shape Aikin,"Dayton, VA",1879,The Shining Light,-78.9333,38.4
1886-Royalp-UKY,,nan,nan,,0,0
1895-Salvat-UKY,Round,"Cincinnati, OH;New York, NY",1895,Salvation Songs,-84.45;-74,39.15;40.7
1896-Praise-UKY,Round,"Cincinnati, OH;New York, NY",1896,The Praise Hymnal,-84.45;-74,39.15;40.7
1896-Reviva-UKY,Seven-shape Aikin;Round,"Atlanta, GA; Cincinnati, OH; Kansas City, MO",1896,The Revival No. 2,-84.3833;-84.45;-94.5667,33.7333;39.15;39.0833
1899-Sacred-UKY,Round;Seven-shape Aikin,"Dayton, VA",1899,The Sacred Hymnal,-78.9333,38.4
1911-Redemp-UKY,,"Cincinnati, OH",1911,Redemption's Way in Song,-84.45,39.15
1919-Praise-UKY,,"Lawrenceburg, TN",1919,Praise Evangel,-87.3333,35.2333
1873-Sunshi-UKY,Round,"Cincinnati, OH; Chicago, IL",1873,Sunshine for Sunday-Schools,-84.45;-87.65,39.15;41.85
1875-Starry-UKY,Seven-shape Funk,"Singer's Glen, VA",1875,The Starry Crown,-78.9,38.55
1883-Spirit-UKY,,"Cleveland, OH",1883,Spiritual Songs No. 2,-81.6833,41.4833
1885-Zionso-UKY,Seven-shape Aikin,"Dayton, VA",1885,The Zion Songster No. 1,-78.9333,38.4
1896-Soulwi-UKY,Round,"Dayton, OH",1896,The Soul Winner,-84.1833,39.75
1903-Standa-UKY,Round,"Cincinnati, OH",1903,Standard Revival Songs and Bible Readings,-84.45,39.15
1910-Zionme-UKY,Seven-shape Aikin,"Austin, TX",1910,Zion Melodies,-96.3167,29.8833
1911-Spirit-UKY,,"Washington, D. C.",1911,Spiritualist Hymnal,-77,38.8333
1912-Songcr-UKY,Seven-shape Aikin,"Austin, TX",1912,Song Crown,-96.3167,29.8833
1918-Victor-UKY,Seven-shape Aikin,"Waco, TX; Memphis, TN; Asheville, NC",1918,Victory,-97.1333;-90.0333;-82.55,31.5333;35.1333;35.6
1923-Songso-UKY,,"Austin, TX",1923,Songs of the Reapers,-96.3167,29.8833
1895-Voice1-UKY,Seven-shape Aikin,"Nashville, TN",1895,Voice of Praise,-86.761,36.154
1897-Songsf-UKY,,"Cincinnati, OH;Chicago, IL;St. Louis, MO;New York, NY;Boston, MA;Pittsburg, PA;Detroit, MI;San Francisco, CA",1897,Songs for Young People,-84.45;-87.65;-90.1833;-74;-71.05;-79.9833;-83.0333;-122.4167,39.15;41.85;38.6167;40.7;42.35;40.4333;42.3167;37.7667
1897-Unionh-UKY,,"New York, NY",1897,Union Hymnal,-74,40.7
1901-Youngp-UKY,,"Nashville, TN;Dallas, TX",1901,The Young People's Hymnal No. 2,-86.761;-96.8,36.154;32.7833
1921-Worldw-UKY,,nan,nan,World Wide Revival Songs Number Two,0,0
1923-Cokesb-UKY,,"Nashville, TN",1923,The Cokesbury Hymnal,-86.761,36.154
1891-Christ-UKY,,"Dayton, OH",1891,The Christian Hymnary,-84.1833,39.75
1916-Lyricd-EMU,,"Nashville, TN",1916,"John P. Williams' Lyric, Domestic and Sacred Poems",-86.761,36.154
1903-Musica-EMU,,Philadelphia,1903,Music,-75.15,39.95
1851-Chahta-EMU,,"New York, NY",1851,"Chahta Uba Isht Taloa Holisso, or Choctaw Hymn Book",-74,40.7
1858-Sunday-EMU,,"Nashville, TN",1858,The Sunday School Songster,-86.761,36.154
1862-Soldie-EMU,,nan,1862,The Soldier's Hymn-Book,0,0
1863-Soldie-EMU,,"Charleston, SC",1863,The Soldier's Hymn Book,-79.9167,32.7667
1864-Sabbat-EMU,,"Raleigh, NC",1864,The Sabbath School Wreath,-78.6333,35.7667
1864-Armyhy-EMU,,"Richmond, VA",1864,The Army Hymn-Book,-77.45,37.55
1878-Nation-EMU,,"New York, NY;Chicago, IL;New Orleans, LA",1878,National School Singer,-74;-87.65;-90.0667,40.7;41.85;29.95
1877-Geschi-EMU,,"Amsterdam,  Netherlands",1877,De Geschiedenis van de Jubilee-Zangers Met Hynne Liederen,4.916667,52.35
1882-Collec-EMU,,"Cincinnati, OH",1882,A Collection of Revival Hymns and Plantation Melodies,-84.45,39.15
1887-Nation-EMU,,"Dalton, GA",1887,The Natinoal Singer,-84.9667,34.7667
1892-Hampto-EMU,,"Hampton, VA",1892,Hampton Hymnal and School Service,-76.3333,37.0167
1895-Poems-EMU,Nil,"Nashville, TN",1895,Poems,-86.761,36.154
1898-Africa-EMU,,"Philadelphia, PA",1898,The  African Methodist Episcopal Hymn and Tune Book,-75.15,39.95
1899-Hymnbo-EMU,,"Jackson, TN",1899,Hymn Book,-88.8,35.6
188x-Songse-EMU,,nan,188,Song Sermons,0,0
18xx-Jubile-EMU,,"Chicago, IL",nan,Slayton's Jubilee Singers,-87.65,41.85
1900-Songso-EMU,,"New York, NY;Norwood, MA",1900,Songs of the Old South,-74;-71.2,40.7;42.1833
1901-Pearls-EMU,,"Nashville, TN",1901,Pearls of Paradise,-86.761,36.154
1905-Negroe-EMU,Nil,"Nashville, TN",1905,Negroes Looking Up!,-86.761,36.154
1907-Calhou-EMU,,"Boston, MA",1907,Calhoun Plantation Songs,-71.05,42.35
1909-Calhou-EMU,Round,"Calhoun, AL",1909,Calhoun by Picture and Song,-86.5333,32.05
1909-Religi-EMU,,"Hampton, VA",1909,Religious Folk Songs of the Negro,-76.3333,37.0167
1910-Burnin-EMU,,"Charlotte, NC?",1910,A Burning in My Soul,-80.8333,35.2167
1913-Hymnal-EMU,,"Nashville, TN",1913,Hymnal Adapted to the Doctrines and Usages of the African Methodist Episcopal Church,-86.761,36.154
1914-AfroAm-EMU,,"New York, NY",1914,Afro-American Folksongs,-74,40.7
1915-Songso-EMU,Round,"Philadelphia, PA",1915,Songs of the Pilgrim Way,-75.15,39.95
1916-Afterf-EMU,Round,"Cincinnati, OH",1916,After Fifty Years,-84.45,39.15
191x-Praise-EMU,,"Houston, TX",191x,Praise God I am Satisfied,-95.35,29.75
1921-Univer-EMU,Nil,nan,1921,The Universal Negro Ritual,0,0
1923-Nation-EMU,Round;Seven-shape Aikin,"Nashville, TN",1923,National Jubilee Melody Song Book,-86.761,36.154
192x-JRosam-EMU,,"New York, NY",192x,J. Rosamond Johnson and Taylor Gordon in a Program of Negro Spirituals,-74,40.7
1928-Americ-EMU,Nil,"Cambridge, MA",1928,American Negro Folk-Songs,-71.1,42.3667
19xx-Americ-EMU,,"Chicago, IL",19xx,American Folk Songs as Sung by the Carter's Carolinian Jubilee Singers,-87.65,41.85
19xx-Himnos-EMU,,"Habana, Cuba",19xx,Himnos y Juegos Selectos para la Juventud,-82.35,23.1167
xxxx-Keepmy-EMU,,"Cincinnati, OH",nan,Keep My Commandments and Live,-84.45,39.15
xxxx-Select-EMU,,nan,nan,Selected Songs,0,0
189X-Songss-EMU,,"Hamilton, Ontario",189x,"Songs Sung by the Canadian Colored Concert Co., the Royal Paragon Male Quartette and Imperial Orchestra",-79.8333,43.25
19xx-Thisbo-EMU,,nan,19xx,"This Book Dedicated to the Memory of the Late Rev. E. W. D. Isaac, Sr., D.D.",0,0
1906-Newpra-MTS,,"Cincinnati, OH; New York, NY",1906,The New Praise Hymnal,-84.45;-74,39.15;40.7
1921-Salvat-MTS,,"Basic, VA",1921,Salvation Songs,0,0
1893-Spirit-MTS,,"Dayton, OH",1893,Spirit and Life,-84.1833,39.75
1897-Riches-MTS,,"Dayton, OH",1893,Riches of Grace,-84.1833,39.75
1910-Tearsa-MTS,Round,"Louisville, KY",1910,Tears and Triumphs,-85.75,38.25
1900-Gemsxx-MTS,,"Louisville, KY;Greenville, TX;St. Louis, MO",1901,Gems,-85.75;-96.1;-90.1833,38.25;33.1333;38.6167
1905-Gleani-MTS,,"Dayton, VA",1905,Gleanings of Praise,-78.9333,38.4
1923-Cheerf-MTS,Seven-shape Aikin,"Asheville, N.C",1923,Cheerful Message,-82.55,35.6
1921-Gospe2-MTS,Round;Seven-shape Aikin,"Fort Worth, TX;Elkins, WV;Knoxville, TN",1921,Gospel Light,-97.3167;-79.8333;-83.9167,32.7167;38.9167;35.95
1899-Reviva-MTS,Round,"Atlanta, GA;Cincinnati, OH;Kansas City, MO",1899,The Revival No. 3,-84.3833;-84.45;-94.5667,33.7333;39.15;39.0833
1904-Resurr-MTS,Seven-shape Aikin,"Athens, GA",1904,Resurrected Songs,-83.3667,33.95
1881-Gospel-MTS,Round,"New York, NY;Chicago, IL;Cincinnati, OH",1881,Gospel Hymns No. 4.,-74;-87.65;-84.45,40.7;41.85;39.15
1907-Reviva-MTS,,"Nashville, TN; Dallas, TX",1907,Revival Praises,-86.761;-96.8,36.154;32.7833
1900-Fillmo-MTS,,"Cincinnati, OH; New York, NY",1900,Fillmores' Sunday-School Songs No. 2,-84.45;-74,39.15;40.7
1902-Songsf-MTS,,"Philadelphia, PA",1902,Songs for the Soul Winner,-75.15,39.95
1897-Psalms-MTS,,"West Milton, OH; Atlanta, GA; Bridgewater, VA; Morgan, TX",1897,"Psalms, Hymns and Spiritual Songs No. 3",-84.3167;-84.3833;-78.9667;-97.6,39.95;33.7333;38.3667;32.0167
1899-Gladti-MTS,,"Cincinnati, OH; New York, NY",1899,Glad Tidings,-84.45;-74,39.15;40.7
1900-Bright-MTS,,"Birmingham, AL; Buchanan, GA",1900,Bright Beautiful Bells,-86.8;-85.1833,33.5167;33.8
1895-Showal-MTS,Seven-shape Aikin,"Dalton, GA; Dallas, TX",1895,Showalter's Men's Quartet and Chorus Book,-84.9667;-96.8,34.7667;32.7833
1922-Echoes-MTS,Seven-shape Aikin,"Moultrie, GA",1922,Echoes of Glory,-83.7833,31.1667
1925-Comple-MTS,,"Atlanta, GA; Oklahoma City, OK",1925,The Complete Church Hymnal,-84.3833;-97.5,33.7333;35.4667
1906-Vaugha-MTS,,"Athens, GA",1906,Vaughan's Songs of Praise,-83.3667,33.95
1909-Gospel-MTS,,"Carrollton, GA?",1909,Gospel Tidings,-85.0667,33.5667
xxxx-Worldf-MTS,,"Chicago, IL",nan,The World Famous Williams' Jubilee Singers,-87.65,41.85
1912-Joyful-MTS,Seven-shape Aikin;Round,"Dayton, VA",1912,Joyful Praises,-78.9333,38.4
1919-Tiding-MTS,Seven-shape Aikin,"Basic, VA;Milan, TN;Asheville, NC",1919,Tidings of Peace,-78.8833;-88.75;-82.55,38.0667;35.9167;35.6
1922-Bethle-MTS,Seven-shape Aikin,"Little Rock, AR",1922,Bethlehem's Star,-92.2833,34.7333
1921-Fromth-MTS,Seven-shape Aikin,"Fort Worth, TX",1921,From the Cross to the Crown,-97.3167,32.7167
1905-Search-MTS,,"Dallas, TX; Dalton, GA",1905,Search-Light Songs,-96.8;-84.9667,32.7833;34.7667
1892-Highwa-MTS,Seven-shape Aikin,"Dalton, GA",1892,The Highway of Song,-84.9667,34.7667
1891-Childr-MTS,Seven-shape Aikin,"Dayton, VA",1891,Children of Zion,-78.9333,38.4
1906-Oldsto-MTS,Round,"Siloam Springs, AR",1906,The Old Story in Song,-94.5333,36.1833
1916-Tiding-MTS,Seven-shape Aikin,"Waco, TX;Memphis, TN",1916,Tidings of Glory,-97.1333;-90.0333,31.5333;35.1333
1900-Gloryc-MTS,,"Waco, TX",1900,The Glory Crown,-97.1333,31.5333
1903-Joyful-MTS,,"Louisville, KY",1903,Joyful Songs of Salvation,-85.75,38.25
1900-Sunday-MTS,,"Cincinnati, OH;Chicago, IL;Kansas City, MO;San Francisco, CA;New York, NY;Boston, MA;Pittsburg, PA;Detroit, MI",1900,Sunday=School Praises,-84.45;-87.65;-94.5667;-122.4167;-74;-71.05;-79.9833;-83.0333,39.15;41.85;39.0833;37.7667;40.7;42.35;40.4333;42.3167
1923-Eightn-MTS,,"New York, NY",1927,Eight Negro Songs,-74,40.7
1923-Christ-MTS,Round,"Louisville, KY",1923,Christmas Carols,-85.75,38.25
1894-Shiloh-MTS,,"Cincinnati, OH;New York, NY",1894,Shiloh,-84.45;-74,39.15;40.7
1890-Gemsan-MTS,Round,"Cincinnati, OH; New York, NY",1890,Gems and Jewels,-84.45;-74,39.15;40.7
1923-NewHar-MTS,,"Dayton, Va",1923,The New Harmonia Sacra,-78.9333,38.4
1886-Noteso-MTS,,"Dayton, OH",1886,Notes of Triumph,-84.1833,39.75
1863-Church-MTS,,"New York, NY, Cincinnati, OH",1863,The Church Singer,-74;-84.45,40.7;39.15
1877-Newcas-MTS,Round,"Columbia, S. C.",1877,The New Casket,-81.0333,34
1873-Triump-MTS,Round,"Cincinnati, OH",1873,The Triumph,-84.45,39.15
1885-Noteso-MTS,Round,"New York, NY",1885,Notes of Victory,-73.9667,40.7833
1892-Glorio-MTS,,"Dalton, GA;Appleton City, MO;Huntingdon, PA",1892,Glorious Praise,-84.9667;-94.0167;-78,34.7667;38.1833;40.4833
1866-Christ-MTS,,"Philadelphia, PA",1866,The Christian Harmony,-75.15,39.95
1857-Church-MTS,Nil,"New Market, TN",1857,Church Hymn Book,-83.55,36.1
1847-Collec-EMU,,Bethlehem,1847,A Collection of Hymns,0,0
1849-Sacred-EMU,,"Boston, MA;New York,;Chicago, IL;Philadelphia, PA",1849,The Sacred Melodeon,-71.05;-74;-87.65;-75.15,42.35;40.7;41.85;39.95
1855-Collec-EMU,,"Mountain Valley, VA",1855,"A Collection of Psalms, Hymns, and Spiritual Songs.",-79.7,36.7667
1859-Collec-EMU,,"Dayton, OH",1859,A Collection of Hymns,-84.1833,39.75
1860-Baptis-EMU,,"New York, NY",1860,Baptist Chorals,-74,40.7
1874-Fillmo-EMU,,"Cincinnati, OH",1874,Fillmore's Songs of Glory,-84.45,39.15
1882-Sweetf-EMU,Seven-shape Aikin,"Dayton, VA",1882,Sweet Fields of Eden,-78.9333,38.4
1890-Gladev-EMU,Seven-shape Aikin,"Powder Springs, GA",1890,"The Glad Evangel, No. 2",-84.6833,33.85
1891-Pearls-EMU,Seven-shape Aikin,"Atlanta, GA;Bethlehem, GA",1891,Pearls of Praise,-84.3833;-83.7,33.7333;33.9167
1895-Gospel-EMU,Round,"Louisville, KY",1895,Gospel Gleaner,-85.75,38.25
1895-Chris2-EMU,,"Nashville, TN",1889,Christian Hymns,-86.761,36.154
1896-Classc-EMU,Round;Seven-shape Aikin;Tonic sol-fa,"Dalton, GA;Dallas, TX",1896,"Class, Choir and Congregation No. 2",-84.9667;-96.8,34.7667;32.7833
1899-Oldpla-EMU,Round,"Boston, MA;New York, NY;London, England",1899,Old Plantation Hymns,-71.05;-74;-.093145,42.35;40.7;51.514248
19xx-Gospe1-EMU,,"Austin, TX",1919,Gospel Songs,-96.3167,29.8833
19xx-Gospe2-EMU,,"Cincinnati, OH",19xx,Gospel Solos and Duets No. 2,-84.45,39.15
1901-Hymnal-EMU,Nil,"St. Louis, MO;Chicago, IL",1901,Hymnal,-90.1833;-87.65,38.6167;41.85
1901-Junior-EMU,Round,"Cincinnati, OH;Chicago, IL;Kansas City, MO;New York, NY;Boston, MA;Pittsburg, PA;Detroit, MI;San Francisco, CA",1901,Junior Praises,-84.45;-87.65;-94.5667;-74;-71.05;-79.9833;-83.0333;-122.4167,39.15;41.85;39.0833;40.7;42.35;40.4333;42.3167;37.7667
1901-Showal-EMU,Round,"Dalton, GA;Dallas, TX",1901,Showalter's Gospel Songs No. 2,-84.9667;-96.8,34.7667;32.7833
1904-Pathwa-EMU,,"Cincinnati, OH;New York, NY",1904,The Pathway of Praise No. 1,-84.45;-84.45,39.15;39.15
1909-Songso-EMU,Round,"Cincinnati, OH;Chicago, IL;Kansas City, MO;San Francisco, CA;New York, NY;Boston, MA;Pittsburg, PA;Detroit, MI",1909,Songs of Faith and Hope No. 2,-84.45;-87.65;-94.5667;-122.4167;-74;-71.05;-79.9833;-83.0333,39.15;41.85;39.0833;37.7667;40.7;42.35;40.4333;42.3167
191x-Hymnsf-EMU,,"St. Louis, MO",191x,Hymns for English Lutheran Services,-90.1833,38.6167
1910-Sacred-EMU,,"Atlanta, GA",1910,The Sacred Harp,-84.3833,33.7333
1914-Newgos-EMU,,"Austin, TX",1914,The New Gospel Song Book,-96.3167,29.8833
1916-Worshi-EMU,,"Cincinnati, OH",1916,Worship and Service,-84.45,39.15
1922-Victo2-EMU,Round;Seven-shape Aikin,"Louisville, KY",1921,Victorious Songs,-85.75,38.25
1925-Excell-EMU,,"Chicago, IL",1925,The Excell Hymnal,-87.65,41.85
192x-Songsf-EMU,,"Nashville, TN",1926,Songs for the Pre-School Age,-86.761,36.154
1911-Sacred-EMU,,"Atlanta, GA",1911,The Sacred Harp,-84.3833,33.7333
1852-Psalms-UKY,,"Bethany, VA",1852,"Psalms, Hymns, and Spiritual Songs",-80.8667,36.8333
1860-Sabbat-UKY,,"Cincinnati, OH",1860,Sabbath School no. 2,-84.45,39.15
1860-Select-UKY,,"Louisville, KY",1860,"Selected Sabbath-School Hymns and Songs, Sacred and Secular",-85.75,38.25
1867-Taboro-UKY,,"Columbia, SC;Nashville, TN",1867,Tabor,-81.0333;-86.761,34;36.154
1874-Gospel-UKY,Round,"Cincinnati, OH",1874,Gospel Songs,-84.45,39.15
1880-Popula-UKY,Nil,"Louisville, KY",1880,Popular Hymns for Church and Sunday-School,-85.75,38.25
1889-Starof-UKY,Seven-shape Aikin,"Dayton, VA",1889,The Star of Bethlehem,-78.9333,38.4
1889-Voiceo-UKY,Round,"Dalton, GA",1889,The Voice of Praise,-84.9667,34.7667
1899-Songso-UKY,Round,"Kansas City, MO;Dallas, TX",1899,Songs of Zion,-94.5667;-96.8,39.0833;32.7833
1908-Christ-UKY,,"Washington, D.C.",1908,Christ in Song,-77,38.8333
1909-Songso-UKY,Seven-shape Aikin,"Dayton, VA",1909,Songs of Life and Light,-78.9333,38.4
1925-Hymnso-UKY,,"Chicago, IL",1925,Hymns of Praise Number Two,-87.65,41.85
1853-Dyersp-UKY,Nil,"Louisville, KY",1853,Dyer's Pslamist,-85.75,38.25
1860-Sacred-UKY,,"Philadelphia, PA",1860,The Sacred Harp,-75.15,39.95
1866-Tefilo-UKY,,nan,nan,,0,0
1905-Twenty-UKY,,"Boston, MA;New York, NY;Chicago, IL",1905,Twenty-Four Negro Melodies,-118.3167;-74;-87.65,34.0833;40.7;41.85
1913-Eureka-UKY,,"Stigler, OK",1913,The Eureka Sunlight Glees,-95.1167,35.25
1919-Hampto-UKY,,"New York, NY",1919,No. 6716 Hampton Series Negro Folk-Songs,-74,40.7
191x-Americ-UKY,,"Chicago, IL",191x,American Folk Songs,-87.65,41.85
1921-Elmhur-UKY,Round,"St. Louis, MO;Chicago, IL",1921,Elmhurst Hymnal,-90.1833;-87.65,38.6167;41.85
1908-Bethan-MTS,Round,"Indianapolis, IN; Cincinnati, OH; St. Louis, MO; Chicago, IL; Pittsburg[h], PA; Des Moines, IA; Dallas, TX",1908,Bethany Hymns,-86.15;-84.45;-90.1833;-87.65;-79.9833;-93.6;-96.8,39.7667;39.15;38.6167;41.85;40.4333;41.6;32.7833
1909-Breado-MTS,Seven-shape Aikin,"Nashville, TN",1909,The Bread of Life Songs,-86.761,36.154
1910-Kingsp-MTS,Round,"Philadelphia, PA; Chicago, IL; Siloam Springs, AR",1910,The King's Praises Number 2,-75.15;-87.65;-94.5333,39.95;41.85;36.1833
1913-Praise-MTS,Round,"New York, NY; Dayton, OH",1913,Praise Ye!,-74;-84.1833,40.7;39.75
1921-Gospe1-MTS,,"Belmont, MS",1921,The Gospel in Song No. 2,-88.2,34.5
1922-Hispra-MTS,Round;Seven-shape Aikin,"Houston, TX",1922,His Praise in Song,-95.35,29.75
1924-Shinin-MTS,,"Dalton, GA;Chattanooga, TN;Texarkana, AR;Texarkana, TX",1924,The Shining Way,-84.9667;-85.3;-94.0333,34.7667;35.0333;33.4333
1925-Blesse-MTS,,"Dalton, GA;Texarkana, AR;Texarkana, TX",1925,The Blessed Way,-84.9667;-94.0333,34.7667;33.4333
1875-Gospel-UMI,,"New York, NY;Chicago, IL;Cincinnati, OH",1875,Gospel Hymns and Sacred Songs,-74;-87.65;-84.45,40.7;41.85;39.15
1885-Epwort-UMI,,"New York, NY;Cincinnati, OH",1885,The Epworth Hymnal,-74;-84.45,40.7;39.15
1891-Epwort-UMI,,"New York, NY;Cincinnati, OH",1891,The Epworth Hymnal No. 2,-73.9667;-84.45,40.7833;39.15
1863-Soldie-UMI,Nil,"Alton, IL",1863,The Soldier's Manual of Devotion or Book of Common Prayer,-90.1833,38.8833
1864-Fillmo-UMI,,"Paris, IL",1864,Fillmore's Christian Choralist,-87.6833,39.6
1866-Tefilo-UMI,,"Cincinnati, OH",1866,The Divine Service of American Israelites for the New Year,-84.45,39.15
1872-Golden-UMI,Round,"Cincinnati, OH",1872,The Golden Rule,-84.45,39.15
1879-Lieder-UMI,,"St. Louis, MO",1879,Lieder f??r Sonntags-Schulen und christliche Familien,-90.1833,38.6167
1866-Singin-UMI,,"New York, NY; Cincinnati, OH",1866,The Singing Pilgrim,-74;-84.45,40.7;39.15
1854-Nation-UMI,,"Louisville, KY",1854,The National Temperance Songster,-85.75,38.25
1878-Gospel-UMI,,"Cincinnati, OH; Chicago, IL; New York, NY",1878,Gospel Hymns No. 3,-84.45;-87.65;-74,39.15;41.85;40.7
1919-Shouty-UMI,,"New York, NY; Boston, MA",1919,Songs of the South,-74;-71.05,40.7;42.35
1860-Christ-UMI,,"Cincinnati, OH",1860,The Christian Sunday-School Hymn Book,-84.45,39.15
1905-Method-UMI,,"New York, NY; Cincinnati, OH",1905,The Methodist Hymnal,-74;-84.45,40.7;39.15
1890-Evange-UMI,Round,"New York, NY; Chicago, IL; Cincinnati, OH",1890,Evangeliums-Lieder,-74;-87.65;-84.45,40.7;41.85;39.15
1888-Glorio-UMI,,"Cincinnati, OH;Chicago, IL;New York, NY",1888,The Glorious Cause,-84.45;-87.65;-74,39.15;41.85;40.7
1851-Psalmi-UMI,,"New York, NY",1851,"Psalmista, or Choir Melodies",-74,40.7
1867-Slave1-UMI,,"New York, NY",1867,Slave Songs of the United States,-74,40.7
1867-Slave2-UMI,,"New York, NY",1867,Slave Songs of the United States,-74,40.7
1873-Joyaco-UMI,Round,"Cincinnati, OH;Chicago, IL",1873,The Joy,-84.45;-87.65,39.15;41.85
1885-Wondro-UMI,Round,"Cincinnati, OH",1885,Wondrous Love!,-84.45,39.15
1890-Noteso-UMI,Round,"Vicksburg, MS",1894,Notes of Praise,-90.8667,32.35
1909-Songso-UMI,,"Cincinnati, OH",1909,Songs of Faith and Hope,-84.45,39.15
1918-Hampto-UMI,,"New York, NY;Boston, MA",1918,Negro folk-songs,-74;-71.05,40.7;42.35
1921-Gospel-UMI,,"New York, NY",1921,Negro Spirituals,-74,40.7
192X-Americ-UMI,,"Chicago, IL",192X,Williams' Colored Singers,-87.65,41.85
1854-Hymnsf-UKY,Nil,"New York, NY",1854,"Hymns for Sunday Schools, Youth & Children.",-74,40.7
1854-Southe-UKY,Four-shape,"Philadelphia, PA",1854,"The Southern Harmony, and Musical Companion",-75.15,39.95
1871-Israel-UKY,,"Baltimore, MD",1871,Israelitisches Gebetbuch,-76.6,39.2833
1883-Gospel-UKY,Round,"New York, NY;Chicago, IL;Cincinnati, OH",1883,Gospel Hymns,-74;-74;-84.45,40.7;40.7;39.15
1886-Workan-UKY,,"Dalton, GA",1886,Work and Worship,-84.9667;-76.8333;-85.9167,34.7667;41;39.2
1892-Living-UKY,,"Nashville, TN",1892,Living Songs,-86.761,36.154
1899-Notes2-UKY,,"Philadelphia, PA;Chicago, IL",1899,Notes of Praise,-75.15;-87.65,39.95;41.85
1899-Reviva-UKY,,"Atlanta, GA;Cincinnati, OH;Kansas City, MO",1899,The Revival No. 3,-84.3833;-84.45;-94.5667,33.7333;39.15;39.0833
1901-Malequ-UKY,,"Dayton, VA",1901,Male Quartettes,-78.9333,38.4
1910-Alexan-UKY,Round,"New York, NY;Chicago, IL;Toronto, Canada;London, United Kingdom;Edinburgh, United Kingdom",1910,Alexander's Gospel Songs,-74;-87.65;-79.4167;-.093145;-3.2,40.7;41.85;43.7;51.514248;55.95
1829-Chahta-UTL,,"Boston, MA",1829,Chahta Uba Isht Taloa,-71.05,42.35
1829-Cherok-UTL,,"New Echota, [GA]",1829,Cherokee Hymns,0,0
1835-Shorts-UTL,,"Boston, MA",1835,A Short Sermon,-71.05,42.35
1835-Triump-UTL,,"Boston, MA",1835,Triumphant Deaths of Pious Children,-71.05,42.35
1854-Cherok-UTL,,nan,1854,,0,0
1858-Chahta-UTL,,nan,nan,,0,0
1866-Potewa-UTL,,nan,nan,,0,0
1888-Cherok-UTL,,"Tahlequah, I. T",1888,Cheerokee Pictorial Book,-94.9667,35.9
1892-Shirai-SBT,,"Cincinnati, OH ; Chicago, IL",1892,Shirai Tehilloh,-84.45;-87.65,39.15;41.85
1901-Gospe1-SBT,,"Atlanta, GA;Philadelphia, PA;Chicago, IL",1901,Gospel Song-Gems No. 1,-84.3833;-75.15;-87.65,33.7333;39.95;41.85
1917-Synago-SBT,,"Cincinnati, Ohio",1917,Synagogical Music,-84.45,39.15
1845-Southe-SBT,,"Philadelphia, PA;Spartanburg, SC",1845,"The Southern Harmony, and Musical Companion",-75.15;-81.9167,39.95;34.9333
1857-Sacred-SBT,,"Cincinnati, OH",1857,The Sacred Melodeon,-84.45,39.15
1872-Chocta-SBT,,nan,nan,,0,0
1885-Wondro-SBT,,nan,nan,,0,0
1895-Gospel-SBT,Round,"Cincinnati, OH",1895,Gospel Light,-84.45,39.15
1897-Riches-SBT,,"Cleveland, Ohio",1897,Riches of Grace,-81.6833,41.4833
1874-Fillmo-SBT,Numeral staff,"Cincinnati, OH",1874,Fillmore's Songs of Glory,-84.45,39.15
1875-Gospel-SBT,Round,"New York, NY;Chicago, IL;Cincinnati, OH",1875,Gospel Hymns,-74;-87.65;-84.45,40.7;41.85;39.15
1879-Favori-SBT,,"Cincinnati, OH",1879,Favorite Songs,-84.45,39.15
1887-Jubile-SBT,,"Boston, MA; New York, NY; Chicago, IL; Philadelphia, PA",1887,Jubilee and Plantation Songs,-71.05;-74;-87.65;-75.15,42.35;40.7;41.85;39.95
1892-Glorio-SBT,,"Dalton, GA; Appleton City, MO; Huntingdon, PA",1892,Glorious Praise,-84.9667;-94.0167;-78,34.7667;38.1833;40.4833
1897-Gantvo-SBT,Round;Numeral,"Cincinnati, OH; New York, NY; Chicago, IL",1897,Gantvoort's Music Reader,-84.45;-74;-87.65,39.15;40.7;41.85
1898-Fillmo-SBT,,"Cincinnati, OH; New York, NY",1898,Fillmores' Gospel Songs,-84.45;-74,39.15;40.7
1901-Gospe2-SBT,,"Waco, TX; Fresno, CA",1901,The Gospel Gleaner,-97.1333;-119.7667,31.5333;36.7333
1909-Minist-SBT,Round,"Nashville, TN; Dallas, TX",1909,Ministry in Song,-86.761;-96.8,36.154;32.7833
1910-Reviva-SBT,,"Dalton, GA; Dallas, TX; Chattanooga, TN",1910,Revival Glory,-84.9667;-96.8;-85.3,34.7667;32.7833;35.0333
1922-Praise-SBT,,"Cincinnati, OH",1922,"""Praise of His Glory"" Songs",-84.45,39.15
1925-Harbor-SBT,,"Dallas, TX; Pangburn, AR; Chattanooga, TN",1925,Harbor Bells,-96.8;-91.8333;-85.3,32.7833;35.4167;35.0333
